id,num_orders
1028232,503.2289156626506
1127204,503.2289156626506
1212707,326.59037711313397
1082698,68.75844155844156
1400926,61.729032258064514
1284113,266.6497719209326
1197966,273.6771653543307
1132739,578.2989473684211
1057981,106.43589743589743
1095932,132.645390070922
1454421,138.0929614873838
1149765,386.56971153846155
1166964,394.03736263736266
1010949,325.42962962962963
1409575,182.32835820895522
1181616,47.601851851851855
1456020,538.111801242236
1264395,320.42328519855596
1472931,172.3926380368098
1412015,265.31111111111113
1461229,179.5825136612022
1014564,202.39553219448095
1485914,121.43975903614458
1345389,142.44993662864385
1006833,278.6036585365854
1174921,33.42977528089887
1175393,39.964071856287426
1152412,61.89473684210526
1497398,108.58300653594772
1363486,41.84412238325282
1366766,53.62859362859363
1192413,46.558925049309664
1319547,354.051795429815
1337684,326.59037711313397
1479766,242.5820726172466
1460444,1741.7212121212121
1139730,503.2289156626506
1115056,363.85158648925284
1335827,43.84255319148936
1385333,291.20753424657534
1096323,813.3715846994536
1230693,750.1470588235294
1027016,106.43589743589743
1181520,95.15533980582525
1306234,206.10344827586206
1271440,635.553432413305
1269834,346.5568862275449
1176823,813.3715846994536
1193098,57.725
1034878,49.93952180028129
1010243,120.28779069767442
1451807,146.4616410940627
1016845,96.63836948391922
1198021,64.59770114942529
1413802,37.609988109393576
1231223,55.96618527650581
1274226,451.77358490566036
1425142,320.42328519855596
1211593,172.3926380368098
1419190,29.783667621776505
1180223,31.70945945945946
1194932,169.89574336829116
1323477,237.45081967213116
1371595,202.39553219448095
1171521,179.20833333333334
1052384,128.22302158273382
1060921,92.07821229050279
1261811,121.43975903614458
1246502,142.44993662864385
1497466,278.6036585365854
1232717,29.265486725663717
1136112,39.964071856287426
1196334,727.017094017094
1349533,163.16460905349794
1463406,108.58300653594772
1447686,84.70852713178294
1336105,55.96618527650581
1012855,354.051795429815
1180646,363.85158648925284
1062490,242.5820726172466
1098228,798.0988372093024
1101375,798.0988372093024
1400016,220.32075471698113
1439889,53.0
1408468,220.32075471698113
1044490,117.23
1290002,683.5240174672489
1190633,832.6525423728814
1040430,1076.8085106382978
1049366,100.96323529411765
1224120,73.63243243243244
1293810,301.5482233502538
1197335,940.078125
1323989,583.7846153846153
1129467,888.9754098360655
1229328,179.2396694214876
1164395,60.36521739130435
1217722,160.27777777777777
1171266,242.88793103448276
1024905,190.14406779661016
1343027,591.8448275862069
1141892,94.48484848484848
1302404,122.38157894736842
1170447,761.1769911504425
1140772,690.5765765765766
1103484,172.3926380368098
1387134,27.25595238095238
1117711,24.5
1472121,27.25595238095238
1289523,490.5703125
1091114,336.9026548672566
1043572,543.0410256410256
1103283,351.8165137614679
1265051,185.5049504950495
1168741,455.98039215686276
1052776,95.38993710691824
1206564,196.91
1302153,442.8811881188119
1083754,76.55855855855856
1097952,90.62430939226519
1251605,60.36521739130435
1333032,727.017094017094
1086936,453.8125
1088412,306.1183431952663
1236400,50.7047619047619
1244516,95.38993710691824
1380381,70.99418604651163
1495062,795.8802083333334
1439647,571.9672131147541
1019214,377.809756097561
1316160,575.6215334420881
1022008,456.4474885844749
1138248,277.2641509433962
1052922,35.963858623438746
1181474,79.12825971261309
1046475,58.15300546448088
1216688,282.54369682907964
1067565,373.6277777777778
1008328,208.64238410596028
1430287,130.89285714285714
1406716,130.4203821656051
1105380,137.39823008849558
1248694,659.0355082112739
1252163,351.8378982671884
1443474,409.84615384615387
1033716,72.11179361179362
1300295,55.15615615615616
1311882,50.155901251268176
1257968,72.26579422382672
1226362,67.5233644859813
1030655,96.63836948391922
1210527,64.59770114942529
1278927,42.52729693741678
1232239,46.558925049309664
1133067,337.94726810673444
1382522,320.42328519855596
1219136,210.52886778305424
1498130,23.59927140255009
1251629,33.62608695652174
1032092,28.45320197044335
1249865,155.14619883040936
1207630,173.89812332439678
1144733,278.6036585365854
1436768,35.015037593984964
1148964,28.86292834890966
1237346,306.76576576576576
1206015,89.89572192513369
1105113,108.58300653594772
1430481,37.27211155378486
1001589,81.13274336283186
1224132,46.80821917808219
1074380,354.051795429815
1097109,326.59037711313397
1211246,242.5820726172466
1390579,409.25821596244134
1473058,409.25821596244134
1186964,131.5667215815486
1222837,37.013353115727
1342393,79.12825971261309
1170472,282.54369682907964
1170791,357.09090909090907
1046653,271.70245398773005
1195179,148.63
1332509,148.63
1438300,120.42276422764228
1435748,635.553432413305
1052668,243.56011315417257
1227060,445.978978978979
1342252,84.20664589823468
1143109,78.26086956521739
1394807,50.155901251268176
1448374,120.28779069767442
1028680,146.4616410940627
1079691,96.63836948391922
1402079,48.10706150341686
1424446,77.68817204301075
1133297,337.94726810673444
1076214,534.2863247863248
1173823,287.348244473342
1488584,22.358288770053477
1072892,26.531772575250837
1277491,31.70945945945946
1290868,137.33125
1048888,155.72727272727272
1138141,198.10569105691056
1473125,47.62280701754386
1196726,33.42977528089887
1179278,39.964071856287426
1282305,152.01831806827644
1359903,104.61764705882354
1355143,108.58300653594772
1095889,41.84412238325282
1250665,53.018691588785046
1426610,55.96618527650581
1390104,284.375
1051519,363.85158648925284
1337584,242.5820726172466
1332667,2314.709219858156
1075942,2314.709219858156
1109804,220.32075471698113
1316684,109.45901639344262
1248315,220.32075471698113
1113611,117.23
1110867,715.9411764705883
1247289,876.2727272727273
1022953,2041.0518518518518
1160081,132.645390070922
1120430,136.3235294117647
1487280,301.5482233502538
1020081,1799.8515625
1329551,872.2671755725191
1137610,1600.7674418604652
1072530,179.2396694214876
1115708,159.84552845528455
1203532,187.64893617021278
1494216,209.81372549019608
1116374,394.9153846153846
1032497,253.375
1413930,591.8448275862069
1136118,129.46938775510205
1254872,157.5078125
1398257,761.1769911504425
1364001,690.5765765765766
1369843,172.3926380368098
1379360,70.2396694214876
1442044,82.94366197183099
1285290,58.016806722689076
1129707,623.780303030303
1086750,336.9026548672566
1147262,715.9411764705883
1025605,201.41666666666666
1414158,189.46902654867256
1082079,145.44262295081967
1467510,191.41721854304635
1374892,295.1880341880342
1171352,442.8811881188119
1213246,76.55855855855856
1279131,187.64893617021278
1256386,64.04069767441861
1234220,727.017094017094
1008206,453.8125
1267686,306.1183431952663
1470186,100.83333333333333
1233312,191.41721854304635
1279379,132.24358974358975
1431703,133.04511278195488
1339938,301.5482233502538
1010552,377.809756097561
1237947,1193.4970273483948
1175098,786.0622009569378
1066074,326.59037711313397
1045918,68.75844155844156
1226081,48.28491620111732
1148633,354.16727462219905
1441429,398.06129398410894
1291804,578.2989473684211
1305194,98.87301587301587
1327840,108.8238341968912
1320801,203.8918918918919
1467101,659.0355082112739
1473989,394.03736263736266
1466330,398.06129398410894
1390856,164.0
1120639,202.85361216730038
1279275,96.63836948391922
1166120,64.59770114942529
1128404,42.52729693741678
1252491,46.558925049309664
1328056,526.6129032258065
1452353,320.42328519855596
1353276,172.3926380368098
1297182,23.143164693218516
1469299,28.45320197044335
1129687,169.89574336829116
1362599,294.4539249146758
1245170,455.98039215686276
1098570,66.25185185185185
1452600,71.64387755102041
1194207,92.07821229050279
1023619,155.14619883040936
1254600,135.04802259887006
1157094,278.6036585365854
1165391,48.83815028901734
1131248,33.79502196193265
1383646,152.01831806827644
1288250,97.00950734658599
1476141,108.58300653594772
1401237,37.27211155378486
1383510,53.62859362859363
1433607,46.558925049309664
1098207,133.04511278195488
1453624,133.04511278195488
1089046,242.5820726172466
1306954,503.2289156626506
1413179,503.2289156626506
1379869,326.59037711313397
1037218,65.14249363867684
1247919,68.75844155844156
1097438,61.729032258064514
1441938,616.0780952380952
1060769,875.4649122807018
1409283,750.1470588235294
1397517,102.92857142857143
1220386,80.6969696969697
1297481,206.10344827586206
