meal_id,num_orders
1885,344.0679666187446
1993,343.4124921883182
2539,344.3746796859408
2631,341.7008870458768
1248,340.3623496221242
1778,321.98724425521635
1062,320.9554198986599
2707,286.004193106795
1207,202.32480179146654
1230,186.3378001454435
2322,182.2591154301344
2290,242.78062952190268
1727,128.6017638487071
1109,238.02216402070877
2577,495.5410066785345
2640,231.597423880549
2826,190.06444129008094
1754,224.07778693978156
1971,213.923123447543
1198,339.78856987049426
1311,309.7604989017474
1803,302.0630573151581
1558,60.97244662345287
2581,60.271641689550904
1962,60.59937890476414
2444,-54.28357390977459
2867,-54.28357390977459
1525,231.26968666533577
2704,230.52355122795842
2492,183.6850316533966
1543,115.37921584969894
2304,115.37921584969894
2664,236.3558893817429
2569,235.60975394436554
2490,251.24471201971704
1885,622.967196269741
1993,358.04040182611584
2539,359.42098754590256
2139,265.54488444230145
1778,334.94887925404817
1062,335.2555923212443
2707,303.67896310334527
1207,216.3149789394135
1230,197.26009278662076
2322,200.98673393125824
2290,257.0354714410117
1727,143.60274120519347
1109,253.0231413771951
1571,21.569936961134545
2956,21.19686924244587
2577,245.4791980809693
2640,245.4791980809693
1878,245.89759630313347
2306,588.1935293977044
1216,163.92981013024627
2126,129.26099005011923
2826,205.0654186465673
1754,235.30679264815507
1971,224.45132422201453
1902,156.82528920420162
1770,149.40916862811923
1198,310.082679095488
1311,346.56690419627216
1803,330.7019821989063
1438,333.5893176822785
2494,333.26158046706524
1847,333.91705489749165
1558,75.60035626125051
2581,74.1987463934467
1962,77.57334396741254
1445,-40.3111387024033
2867,-40.68420642109214
2760,590.9926650038681
1525,245.52452858444477
2704,245.4791980809693
1543,130.00712548749658
2304,129.26099005011923
2664,251.6215315093913
2569,245.5455527324618
2490,265.9632826644656
1885,365.5342480847039
1993,364.4813995801304
2539,364.8754914468361
2139,271.6791691291198
2631,360.4690695163138
1248,360.7514762280516
1778,348.8464415047789
1062,349.853959505877
2707,310.1409850053769
1207,203.02130975475046
1230,218.04284169570957
2322,210.56525305097625
2290,262.8420189126168
1727,149.73702589201184
1109,258.1288839148984
1571,27.285823425788806
2956,27.65889114447748
2577,251.28574555257447
2640,251.65881327126314
1878,515.9301332844618
2306,596.4526566524132
1216,170.0640948170647
2126,151.9460041052052
2826,211.19970333338568
1754,245.86852341351275
1971,233.6114451195685
1902,163.2419806027578
1247,163.61504832144647
1770,154.84264838103576
1198,331.22321929656334
1311,330.8200975011014
1803,338.84391173797087
1438,604.3226595975087
2494,603.9949223822955
1847,604.6957273161975
1558,81.36157322938021
2581,81.07916651764248
1962,83.70762865423086
1445,-33.849116800371746
2444,-34.17685401558498
2867,-33.476049081683016
2760,596.7085514685223
1525,251.61348276778767
2704,251.98655048647635
2492,204.11948876279945
1543,135.39527473693755
2304,136.14141017431496
2664,262.5806363488961
2569,255.71647383855517
2490,272.7530417817104
1885,341.732153713601
1993,342.1052214322897
2539,341.4497470018632
2139,238.12306754736682
2631,344.7579899243365
1248,334.2998955723432
1778,331.88748549599995
1062,331.2530352135906
2707,296.21114741477476
1207,195.27257168116313
1230,187.4008911697241
2322,194.24402953204805
2290,232.63949075681256
1727,128.61200636841414
1109,224.1090536075057
1571,34.844306212339745
2956,34.844306212339745
2104,34.844306212339745
2577,218.3851184012479
2640,217.3112457486573
1878,217.35657625213275
2306,560.2981516606737
1216,152.05229030371214
2126,108.63101337978912
2826,212.59811075093882
1754,210.84117510502205
1971,211.93935411307103
1902,129.68587902100478
1247,128.98507408710287
1770,120.82281807364308
1558,50.764953206870246
2581,49.799483501806264
1962,47.78444749961017
1445,-67.86894710776443
2867,-68.15135381950216
2760,548.5381241364137
1525,218.05738118603466
2704,218.3851184012479
2492,122.18726622825443
1543,371.30458015814764
2304,377.9155924956527
2664,216.69781961426497
2569,237.07021904279327
2490,238.77854197779325
1885,380.7769080529673
1993,382.48523098796727
2539,382.79194405516347
2139,273.3715438831618
2631,368.56187805505715
1778,355.3183059080319
1062,354.63852512214703
2707,324.37612697254224
1207,210.43433750760897
1230,210.80740522629765
2322,213.87857194050866
2290,283.5439493159761
1727,168.99201592409185
1109,249.24819695453766
1571,58.2541024763546
2956,57.88103475766587
2104,58.208771972879106
2577,242.12265188047598
2640,241.42184694657408
1878,242.07732137700052
1216,173.8168360767782
2126,398.36921395523296
2826,237.03644916406884
1754,262.18833824180814
1971,262.44972080552884
1902,153.0050142780687
1247,153.33275149328193
1770,145.26115648677307
1558,106.77992083789928
2581,107.52605627527663
1962,106.45218362268605
1445,-44.08608312506084
2444,-44.131413628536336
2867,-43.38527819115899
2760,307.95900709896756
1525,242.07732137700052
2704,241.70425365831184
2492,152.67727706285547
1543,154.10319328611774
2304,160.48260292280207
2664,249.51860479718587
2569,246.20956433684114
2490,269.99366410175463
1885,632.0504362325609
1993,632.8405422583094
2539,362.8578826885812
2139,271.1538312456196
2631,359.45897875915693
1248,361.5403694128456
1778,340.1184036871851
1062,340.4008103989229
2707,308.1687067505974
1207,206.90239380177252
1230,210.9357480136061
2322,210.9147238655891
2290,263.6519362454279
1727,149.07569649808522
1109,257.5128850244472
1571,26.014350104911216
2956,28.381429677778954
2104,25.686612889697983
2577,514.6586599635842
2640,250.76040766907425
1878,251.0881448842875
2306,593.3387474753829
1216,182.73699857711426
2126,391.4394520212032
2826,210.23494307970424
1754,244.5517195891597
1971,232.9954462291173
1902,162.6713122157821
1247,162.6713122157821
1770,154.18131898710914
1198,358.08794164229585
1311,337.00190646949864
1803,349.7303835027345
1438,338.0790613295306
2494,338.3614680412683
1847,338.03373082605515
1558,80.09009990850262
2581,80.04476940502713
1962,79.38929497460072
1445,-34.419785187347486
2444,-34.46511569082287
2867,229.1507298919493
2760,595.8199779827897
1525,251.042814380812
2704,250.66974666212332
2492,203.13042215365965
1543,135.1523435651751
2304,135.1976740686506
2664,501.30528125086465
2569,233.72055751847762
2490,271.80930567604605
1885,586.1166528782619
1993,584.2843280022677
2539,319.31220305516706
2631,318.91811118846135
1248,313.47986490138254
1778,296.1333016835898
1062,296.5273935502955
2707,262.4963059600192
1207,155.43970315344387
1230,163.26933536884889
2322,166.03378901586365
2290,217.69712874311193
1727,103.0755584922938
1109,211.88581473734445
2577,205.46107459718468
2640,205.46107459718468
1878,205.3704135902338
2306,547.0108722543782
1216,137.064597786536
2126,89.47994277459685
2826,163.92809200671667
1754,198.96997980553238
1971,188.06918087591646
1902,117.04424192867936
1770,109.30038413738367
1198,281.8112101115996
1311,292.47301519044487
1803,557.1349050524407
1438,293.4805331915429
2494,293.10746547285424
1847,293.4805331915429
1558,34.089961902711195
2581,34.83609734008854
1962,34.41769911792443
1445,-79.39138104402383
2867,-55.921566355950574
2760,285.5386878473432
1525,206.11654902761114
2704,205.46107459718468
2492,157.83108908177013
1543,90.18074770849881
2304,89.15220555938367
2664,454.8637985825549
2569,455.5646035164568
2490,225.76383716677913
1885,346.8884628524863
1993,345.79028384443734
2539,346.163351563126
2139,252.66031617821358
2631,340.37634391281694
1248,342.4367104184886
1778,323.0961353465167
1062,323.07511119849966
2707,291.4531514771252
1207,194.9696103849526
1230,176.92224223325798
2322,189.79274666159455
2290,246.28090654152922
1727,129.644300288515
1109,239.11003096399207
1571,7.65682654793153
2104,7.2837588292427995
2577,231.93915538645496
2640,232.31222310514363
1878,232.6852908238323
2306,573.9073512658126
1216,151.37297908137162
2126,373.0819284642235
2826,192.22618088595488
1754,226.14886552870456
1971,213.9371177382357
1902,143.8953904366383
1247,143.61298372490052
1770,135.77846492665395
1198,335.922145862484
1311,318.3166456973058
1803,335.5157418595807
1438,320.70474941819054
2494,320.70474941819054
1847,320.0039444842887
1558,60.98644091414559
2581,62.06031356673617
1962,61.73257635152294
1445,-53.56877468518002
2444,-53.19570696649117
2867,-52.86796975127805
2760,312.50999371162226
1525,231.93915538645496
2704,232.35755360861913
2492,184.3998308779913
1543,117.45029443862194
2304,116.42175228950674
2664,214.98996624280932
2569,215.31770345802255
2490,252.0048417477871
1885,353.0458053347777
1993,352.6484312606306
2539,351.9929568302042
2139,233.68679373078277
2631,337.95627531369104
1248,329.58121504402135
1778,585.1787105977082
1062,326.1823111145971
2707,294.91239496389426
